 	1	2	3	4	5	6	7	8	9	10	11	12
A	15862153.11	1890209.75	10127157.73	1565845.49	14079341.42	1503603.47	15727195.82	17310581.81	2128992.81	16005236.06	2856457.67	10934717.79
B	9615330.21	2871824.85	21204165.16	2413113.22	12394984.86	1777096.48	18818584.70	15558927.96	3159153.90	6026202.04	2663037.72	9113141.92
C	12941015.01	13349246.30	14750852.21	10593876.23	12056133.06	4918055.36	6870724.41	6765204.66	5373960.69	9004762.79	7230089.02	12228128.30
D	14601063.78	17390438.55	13752669.77	11146186.09	7632579.10	8839066.34	6191821.55	7683876.69	8113188.10	12249427.08	13257148.98	12768697.59
E	14945663.92	18395916.84	15679075.63	9707842.03	9920425.15	4184494.17	3713468.19	4955228.45	6506576.02	6536410.79	29372435.49	15233601.74
F	21457869.30	20886570.96	15556556.67	11715094.97	11841237.53	2575205.31	3884350.33	5984707.41	7014623.24	8147648.87	24605682.82	8726439.70
G	11982275.96	11926344.09	12796262.89	10348661.12	12859420.03	6904470.10	8666310.18	10804661.72	9873842.87	9739368.62	15472052.83	3511303.02
H	10407124.77	11207930.13	11016421.24	7403578.17	10030811.80	13129254.98	9172621.11	8378797.83	10368943.98	9294384.73	13585368.07	1932044.87
I	11948884.71	11565958.72	10439634.46	7386917.01	15336438.17	23495474.51	54547821.59	21113205.96	23810760.01	29009257.38	19434088.57	1596880.90
J	14481768.58	11343551.68	10841432.13	5993411.24	14424223.73	17691644.89	50770001.94	24268624.63	37028403.50	27564408.10	21377349.85	2065974.04
K	13707600.82	12975278.48	14456277.53	10021671.96	16880765.85	13390300.97	19867314.15	13008386.33	12697197.32	11064218.28	8111036.39	1946548.54
L	6277339.72	11637805.05	8768675.75	12689345.76	10328730.28	12731837.16	9481188.78	12927455.90	6245155.32	10510923.89	11958958.88	3184251.16
M	8551553.67	11582804.76	12093606.27	12892605.03	16461172.64	11292938.99	16768344.56	12983482.14	9287885.08	8486355.41	15658562.46	2393194.34
N	8607305.94	10068851.69	9771132.96	12182905.28	8820639.16	11385756.87	5469251.90	13425221.93	8827039.85	7350079.81	17358771.63	3524056.49
O	7625182.48	9437915.17	9706574.63	12612240.31	14271274.65	13297364.71	6379943.86	8268962.19	7767508.43	6955308.56	35159569.20	9063712.94
P	9399345.04	9087997.48	7597798.89	8047550.12	10533564.96	7007383.96	5299042.45	11142439.82	6978823.07	5772529.09	23355182.23	6234976.30
Q	6106744.29	6662413.80	4970132.59	8389167.04	5806679.17	6172065.09	5104661.74	6252711.24	7165111.13	4145484.14	24394219.25	8276284.92
R	10869199.60	7040280.69	6750309.37	8490727.80	8582314.83	8914621.91	4779754.20	8414729.71	7656952.02	4614847.84	35427038.78	5302308.33
S	19208542.78	16772379.96	14564034.55	14263636.03	17389846.40	14554947.30	16105500.52	13232142.57	11775814.48	10760076.39	18153499.76	7337650.98
T	21802250.04	23453780.96	21586623.57	14412246.36	17945583.12	16029950.83	25178078.34	20100021.30	12949985.46	16744731.90	17542346.77	15160524.60
U	18781526.29	17407632.16	23092748.68	23849587.05	12909508.21	14888662.04	11270484.26	16008046.52	11386080.67	13673042.91	7055383.37	6390782.86
V	14583608.55	12864983.62	12275739.92	10713488.92	7940899.37	6452176.80	6822874.53	7904703.60	9222512.15	9026985.09	14135922.59	8703251.91
W	16684994.38	16856752.86	15862312.38	11503430.05	5046959.41	6554150.61	5955798.66	12249171.94	12193024.56	9036186.73	11946795.53	13066476.09
X	16866323.72	20576595.12	19031112.62	25230416.64	10179930.49	2642441.63	4578277.26	7134857.94	18650357.64	15976322.45	17150113.91	9646196.88
