 	1	2	3	4	5	6	7	8	9	10	11	12
A	123123078.95	17509505.57	98337800.46	36772738.78	609752982.42	32176695.83	260204331.31	29262020.47	10622323.91	21052442.70	10008739.89	16962588.12
B	190771488.92	21406910.83	108160453.98	31350871.48	193141723.53	31932601.52	80655217.08	48011408.86	13129802.46	43257682.84	11363797.84	15705363.36
C	32569131.78	42043834.06	26502758.18	25327376.77	41328390.20	48018383.69	44209164.07	58166454.97	45480099.02	49022464.89	32731622.30	15395386.06
D	22697467.92	26540079.29	21440785.82	25739044.91	26808476.07	58779187.50	51776444.14	55428778.05	54537146.69	53243569.93	28614577.50	26793785.16
E	15861892.74	32856810.46	14717196.77	13678912.99	24075445.19	26867664.67	23435186.78	25508784.92	29004833.74	41790259.97	36419185.64	20083314.40
F	18315335.35	21300565.52	13026192.41	13970519.93	31344653.88	19985545.47	36783577.06	31405065.73	33394844.98	43705127.40	42046338.46	35724844.64
G	18081482.75	21112949.50	12881185.57	20757342.59	41579431.17	20876412.21	26072846.80	19516954.51	21874902.64	35565295.32	95813132.85	22637718.71
H	16109818.31	22285582.29	15813031.46	19311819.09	27962898.71	17916273.37	19849211.09	18872539.22	21557586.72	30518383.55	31133858.68	13926146.10
I	28484033.27	30071722.68	99256901.67	24794654.43	24996210.31	15118173.32	14400543.13	16836308.05	13159985.25	29291227.02	124036501.26	14574094.06
J	27114394.44	29450445.89	27629926.75	25486499.00	58055630.38	18139281.81	12176657.85	18128284.32	17261693.06	27545624.21	172346072.51	25153245.05
K	60922467.02	22052851.34	19180504.31	23849196.05	23650406.19	23200565.08	21822720.87	21664239.00	22636440.21	31524618.42	49288948.37	22237020.71
L	18962645.38	20027057.10	13737495.60	12641240.86	13881519.50	24179548.94	16631988.32	23668052.72	21181213.53	28841706.73	59809165.91	32355381.18
M	15849904.78	19101721.35	13145691.09	14974823.65	20266226.90	27928909.46	16855348.36	19651656.95	23927435.57	28939234.97	75283193.97	31818372.73
N	14716328.99	16531582.65	11689403.00	14603405.04	12860254.08	20545948.99	14461534.01	21653936.35	16690117.76	32006069.21	50208492.25	39267642.13
O	18592984.70	17589265.82	11384136.15	13898430.02	17411964.67	17568177.92	13230559.19	15597068.53	15461745.67	30029941.04	29270458.16	22508052.30
P	21033025.14	15346762.63	10015418.21	13381077.96	15960118.96	12780070.46	11339845.29	14869980.86	14814506.97	41021842.56	27060298.40	28235743.28
Q	15179111.32	14067247.81	8793727.33	8846327.79	10070107.54	12785030.20	11583532.13	11050882.06	15127628.52	22451120.70	44165243.01	27011715.88
R	12784590.66	14436306.92	8960486.42	11452543.27	11716374.47	16413819.67	12382564.41	11198710.31	13519307.09	20600580.39	22423743.63	25175511.29
S	78733598.27	48349759.99	23588663.92	54741383.81	35341315.09	33135117.93	39601437.43	20390647.91	35318062.80	33877485.44	38175043.15	23335953.10
T	42462452.27	34827555.55	20532607.01	41503809.47	28019669.20	27669032.68	34223433.55	19684913.32	25633220.15	29109124.17	52697153.22	35699893.81
U	21925068.00	24201502.10	23680571.83	26050493.61	20891525.44	34824575.59	28332984.29	29822162.81	33230174.89	46037104.38	50529230.12	30356781.38
V	15479737.49	19918467.77	15675294.25	24386040.33	16101597.95	19189407.37	14790829.96	14527503.64	14960064.61	23070830.28	42873205.42	20044042.09
W	16588406.47	17068008.07	17877344.21	21325886.75	19546104.82	21238264.72	16869074.61	15312520.06	20816385.08	20101336.22	42850599.94	31388788.30
X	13496610.32	27577771.33	37924839.47	27712118.10	75832098.54	11976674.48	13894500.01	22816004.17	28577560.68	28832620.74	35828366.38	21521615.86
