 	1	2	3	4	5	6	7	8	9	10
A	34542452.33	4047831.40	39191712.01	3987397.90	1075844.59	944176.35	185369.03	739423.08	791533.16	121969.84
B	5255202.49	4948337.38	5869260.87	5710087.32	1273115.04	954279.74	960614.21	1052828.42	1183366.68	152585.11
C	9604314.30	13479782.55	11288306.65	9073668.32	8247420.77	5695676.32	5152998.98	7166748.36	9762160.41	280570.53
D	12725543.95	15242317.74	11948046.28	9970205.14	6133114.32	8797622.82	5332635.96	7551244.55	12282746.15	320085.17
E	10654036.53	16350976.63	9161208.90	5874920.01	5945331.59	7092241.09	4639947.84	9675711.31	12800422.73	393834.38
F	13532116.47	17825176.91	8671358.30	6327530.88	6515153.44	5111560.65	4276840.46	21024334.16	10857108.20	388172.44
G	21171743.38	26825034.27	14536082.29	20260910.85	15137154.08	11258478.67	7402787.72	21968893.20	10567697.31	353641.27
H	15348150.30	20061839.53	16180318.87	14091501.63	18866736.60	33718086.08	9068425.13	10712944.56	12049104.12	415268.11
I	24938558.24	30268390.35	63265563.06	26353450.05	25970164.67	16388753.04	9455777.38	13010338.33	18765693.47	612900.85
J	30612415.29	33631867.70	22016598.94	19659550.37	24644467.32	10707423.77	8142963.94	10782139.32	17009625.16	682159.98
K	22207008.20	22795110.45	19360068.35	22052401.84	17359912.74	14419019.32	12654856.43	22469445.66	12144925.53	718012.44
L	18342091.93	18508023.79	17687818.99	32551361.67	12750911.00	18159311.04	30688646.12	75206853.59	10873784.02	902715.06
M	13399303.58	18957302.05	17451029.00	20938196.35	13936758.60	21646851.67	30453534.20	23304481.05	10405788.93	1011026.16
N	11151790.33	15208621.84	14020160.05	32487954.56	10258754.26	18225943.15	23106580.71	28437730.91	14701394.56	1251301.03
O	13812436.54	20491902.88	17614386.95	19058245.52	16639114.39	28524102.48	19472598.41	16019989.86	19862788.24	1431726.49
P	15377949.40	20534646.54	15321936.64	17810925.59	14706431.98	15200825.01	22624789.04	22538859.93	29998549.03	1415011.23
Q	13761273.31	16062914.05	12419520.13	13474161.89	9042183.91	12489416.17	19649275.48	12223315.83	20727663.69	1319367.56
R	16225670.11	15273149.76	15903010.87	16965635.78	12454794.75	18782939.84	22046557.94	12593758.42	21476180.05	1144869.00
S	17017576.57	18151844.56	18054140.47	22947529.06	17073617.68	25894773.83	12549689.13	9767089.03	15438316.78	861698.67
T	31712105.77	30038380.67	34788690.98	36588052.54	43132091.89	27913538.15	20637182.15	15874637.34	12048423.75	721620.40
U	26023311.88	27189314.90	17743115.33	24479666.74	15484649.49	25576368.32	17355919.93	26629319.56	16330914.88	913005.54
V	25293500.68	24479050.87	15304329.25	25839526.87	20401771.50	15883953.16	16483185.32	13406103.57	12481622.17	665274.22
W	19782046.13	28611455.53	16107817.95	24207768.11	67258086.26	11694539.75	6077569.53	10707684.77	12119520.57	507388.65
X	15074645.66	18661715.13	15003002.83	6900510.48	13658689.71	5861249.96	7611504.68	7881827.46	10949707.80	443581.94
