 	1	2	3	4	5	6	7	8	9	10	11	12
A	45959519.65	22792321.10	45367271.21	7714774.18	11905511.52	23035145.96	8973301.15	37209409.24	6907450.54	11976145.46	5403512.09	11344504.83
B	9354735.26	12840591.90	7955095.52	14218651.54	7343424.79	6116429.10	10631156.22	8214046.93	6574270.49	12847397.72	6398934.00	11557639.61
C	9833851.65	9029199.95	13083131.91	8094683.61	9186457.32	8651324.55	11768899.91	11902264.67	11996693.17	15701438.05	14381684.33	9110659.91
D	7312431.26	8610303.49	7723070.18	9229352.12	13603513.04	9300993.84	8299365.87	9958251.88	14028264.41	24753293.13	31699534.58	15005246.33
E	9044661.70	14963005.90	7307678.42	9663648.98	16723893.71	6894770.61	9700805.28	12229884.63	13185254.96	21815589.62	51832470.04	14256668.25
F	10082015.03	10991435.38	6379924.44	8365600.37	15857343.13	7642884.57	8064763.74	11042469.91	14372047.88	25015265.60	46325926.28	14472703.21
G	13323846.27	16640693.03	10347389.88	16273551.79	23306805.96	9718175.20	14472647.68	14497433.28	17678201.18	34100750.10	60107974.44	16317865.15
H	9926593.00	12307503.08	11402362.37	16416909.98	21412198.58	10960149.49	9972094.32	16004090.33	17088770.71	26241028.41	25654076.78	11654696.65
I	18933133.15	18648211.60	75803049.32	27348780.95	17618439.97	9210282.68	42006494.54	20202943.85	15233205.93	38021925.07	21113224.85	7244155.88
J	13819659.32	20720253.63	22395906.33	21440769.45	24366000.84	9988732.53	20673196.08	17305957.66	24407642.45	31781262.32	55007337.42	11239387.26
K	14100344.00	14609566.61	15388757.66	13702318.95	18946468.38	8307392.82	19181837.21	19106235.64	19250663.16	31571404.64	35791199.89	15887175.36
L	10422874.62	11351677.67	7507190.21	9563480.23	8228134.81	7540137.08	8447007.70	19109979.83	13130977.27	24512012.85	26007599.95	27095252.48
M	10483670.39	10498946.73	8138509.14	7891291.38	12754405.93	9356369.51	11103256.24	21530132.60	12231496.35	29048822.47	49212327.59	34557337.64
N	10557982.83	9572448.54	8157459.23	8591186.70	10712334.60	52847266.98	6831157.12	12740199.78	9969576.94	23796741.77	28141129.34	31896346.63
O	12204044.83	14254219.77	18531302.55	9417188.83	13417016.39	22788243.90	8997809.23	12017219.22	12757955.11	24799503.58	37860700.88	21770794.03
P	16899658.89	10341239.53	5986585.72	6958748.96	12102137.03	11837475.77	10678863.49	12902477.93	10961913.60	35389034.04	40728444.91	18701463.73
Q	14874302.70	10353284.02	6202179.19	6248805.82	6973906.74	14219103.00	8949674.01	11289196.22	10604989.06	17241668.94	39378532.40	22914205.90
R	13411054.50	10690430.30	7190673.69	8685146.29	8769647.39	11101599.01	9310951.46	11642917.79	10635567.66	19514759.02	45113763.80	15574191.48
S	11725771.85	12653537.77	13051072.17	15449736.22	12180965.24	10874181.21	11649715.59	9866636.41	14007205.47	22679829.21	23448656.90	16599661.47
T	13889511.07	15729897.96	15826624.43	21129402.24	13917205.99	17276045.87	26780928.93	15608372.28	13775219.12	35318077.49	41934787.55	29626468.15
U	16041826.76	15856991.99	12182231.23	12467875.76	11186356.39	11683503.78	15087351.26	17566440.47	15274698.89	23352621.24	46975861.68	21543011.03
V	11574369.42	14289145.62	9848984.57	13633814.66	13731500.36	6185652.20	10029890.55	9831042.21	14189797.82	24999920.41	52451706.59	16952192.37
W	12247403.09	14355794.76	13036542.70	14740470.52	17652895.08	7782240.91	6436373.51	13252820.84	16744016.46	29184420.87	41889755.06	20872724.04
X	12023008.84	12336034.82	13049709.33	8815038.38	24452391.27	5302377.61	5347013.78	10615056.33	20207938.27	31832051.24	27062754.17	16325152.59
