 	1	2	3	4	5	6	7	8	9	10
A	13364385.07	13497107.24	13801477.33	14036303.12	13325534.3	13615287.31	13849912.08	13990092.82	14119908.01	1
B	18705224.21	20487205.26	20450823.52	19892946.68	17802043.21	17022655.08	12043349.43	17174133.74	18210111.51	1
C	303186162.8	237996574.3	226953894.9	196666392.9	163866796.9	96677938.2	113970461.7	109287537.4	125900483.3	1
D	282934841.5	283487558.9	263713792.9	189469535.2	122089668.8	97551989.44	112384329.5	131150840.8	105671881.9	1
E	311526188.9	283145694.8	280466803.8	221277364.4	223554358.0	57448081.44	133736361.3	38280908.69	142400311.2	1
F	372838169.7	313114473.8	254005003.1	188494183.9	225275652.8	49340237.63	92412451.46	52417698.99	132982520.0	1
G	276010628.3	285975914.4	322363427.1	265283660.3	351111447.7	107209641.9	214496060.4	342552408.0	225183460.8	1
H	295025556.1	271479841.8	292786790.1	262353704.7	371003810.3	92650287.55	251552584.1	202278017.0	292315262.3	1
I	323375635.9	281705698.8	293841050.4	207187760.8	441895568.7	70378038.25	519466510.8	997923272.8	436414175.4	1
J	379744617.7	305759251.6	290505658.0	223452882.4	444906315.9	70384356.12	631831696.2	1020164694.0	534149378.4	1
K	310695855.8	299350569.2	307775562.9	271863680.7	276849793.9	64793194.08	308993394.9	974903180.1	353905401.4	1
L	230765950.5	314177908.8	223966502.5	206727181.0	215928591.6	53651417.85	197823250.5	147120269.8	265962139.9	1
M	305239495.8	235160509.5	210622630.1	214755712.9	240900319.4	48628443.16	262239270.8	155684515.2	232445591.3	1
N	278684986.9	228229582.5	179449921.7	201233131.8	166726749.2	42670608.3	198226486.6	154130077.9	188712948.2	1
O	218461111.0	245056053.8	246600336.1	264738761.8	297825971.4	71942332.63	225057476.6	172420675.1	268785391.4	1
P	188189649.9	196449397.6	185871375.9	251763756.6	208442691.2	52396874.7	215214042.0	170414050.3	209553107.4	1
Q	189748742.2	183012088.9	204756285.0	169834274.3	103443784.2	49233876.93	225456096.9	140998873.8	230066050.8	1
R	227935850.3	198077550.7	206971728.1	207169089.9	169805957.4	71074856.79	240042223.3	126206023.9	251359502.5	1
S	364821957.3	451301963.2	393791209.7	465719615.6	375777492.1	330948715.4	327648474.9	214132245.1	317756263.1	1
T	439763714.2	537706022.2	448834027.1	507759492.1	526083822.7	419406911.4	409142172.5	351253744.1	285251437.1	1
U	387915047.4	348213309.0	351076782.5	353804588.2	289774754.5	139034177.5	266102924.0	189154487.9	327274245.8	1
V	368396174.1	327250877.9	289856085.4	283650335.7	347051624.0	79665174.58	293641003.7	251373295.0	296397405.2	1
W	407238534.9	420290690.4	406275281.9	318205528.3	557784613.3	235290816.1	274104177.5	257042821.6	433656904.3	1
X	437309818.5	457693700.2	495477156.2	711777083.6	444576348.5	1986122609.0	120247714.5	200444995.0	230341967.1	1
