	P	G	A	C	S	T	V	I	L	M	F	Y	W	H	K	R	Q	N	D	E	s	t	y
-5	1.0562	1.3176	0.9809	0.9987	0.8689	0.761	0.7954	1.1434	0.9798	0.9005	1.155	1.155	1.2555	0.933	0.9915	1.033	0.9886	1.0768	0.9212	0.8419	0.8313	0.8313	0.8297
-4	1.0573	1.3738	1.1493	1.1385	0.8202	0.762	0.7775	1.0117	0.9589	0.8536	1.088	1.088	1.0538	0.8994	0.8978	0.8399	1.1141	0.9217	1.0333	1.3878	0.8732	0.8732	1.0552
-3	1.1233	1.0534	0.804	1.028	1.0015	0.9416	0.8736	1.1356	0.9125	0.9282	1.3873	1.3873	1.3083	1.0503	0.61	0.7217	0.8373	1.0883	1.0374	1.1857	0.8975	0.8975	1.0596
-2	1.3218	1.3272	1.2053	0.9908	1.3043	0.9602	0.8482	0.8992	0.8302	0.7093	0.6612	0.6612	0.6722	0.9001	0.8405	0.8962	1.1794	1.1151	1.0366	1.2928	0.8468	0.8468	1.0452
-1	0.4152	0.2257	0.5826	0.5278	0.5163	1.0346	1.099	2.2936	1.868	0.8492	1.0295	1.0295	0.6974	0.6376	0.2336	0.2387	0.4062	2.399	2.0919	1.3819	1.6259	1.6259	1.7861
1	0.1569	1.1329	1.9576	1.0663	1.0043	0.9029	1.6405	1.1944	0.7316	1.136	0.5883	0.5883	1.1207	0.5726	0.2111	0.2782	1.3141	0.3928	1.0614	2.6037	1.3395	1.3395	1.4978
2	0.7391	0.4282	0.847	1.0013	0.8862	0.9893	1.2946	1.2414	0.9738	0.9133	1.3797	1.3797	1.7696	0.9099	0.5763	0.7679	0.9535	1.0115	0.9928	1.326	1.8197	1.8197	3.9338
3	1.2624	0.6508	0.8372	1.0993	0.6894	0.7965	1.7024	1.947	1.3885	1.289	1.31	1.31	1.4898	1.5659	0.297	0.4678	0.7988	0.6526	0.4419	0.413	0.3199	0.3199	0.6287
4	1.5393	1.2598	0.8527	0.9775	0.8	0.865	0.8138	0.8006	0.821	0.9836	1.0398	1.0398	1.3575	1.1914	0.7374	0.8546	1.0125	0.8559	1.0559	1.1592	0.8251	0.8251	0.8939
5	1.457	1.3606	0.8425	0.7926	1.2012	1.1599	0.5521	0.5813	0.6131	0.9268	0.6564	0.6564	0.7233	1.1153	1.0243	1.3196	1.0731	1.1014	1.1432	1.1489	0.7632	0.7632	0.9778
