	P	G	A	C	S	T	V	I	L	M	F	Y	W	H	K	R	Q	N	D	E	s	t	y
-5	0.8217	0.9557	0.8783	0.9953	0.9214	0.8482	0.7775	0.8978	0.8531	0.9534	1.123	1.123	1.2342	1.267	1.0837	1.2351	1.0718	1.0847	1.0374	0.956	0.9814	0.9814	1.0641
-4	0.9151	0.9669	0.9759	1.105	0.8431	0.7399	0.8443	0.7977	0.9278	0.8373	1.137	1.137	1.6101	1.0782	0.9923	1.1431	1.084	0.8962	1.0531	1.1578	1.0326	1.0326	1.2909
-3	0.8	0.8878	0.7993	1.1449	1.0906	1.0059	0.7121	0.7433	0.8453	0.8533	1.0392	1.0392	1.0263	1.1553	0.9639	1.0874	1.1134	1.2353	1.2998	1.3417	1.1299	1.1299	1.3823
-2	0.9451	0.9485	0.8787	1.0584	1.0819	0.8987	0.7658	0.8246	0.8873	0.9617	0.748	0.748	0.8952	1.1628	0.9207	1.1678	1.1584	1.2044	1.2475	1.3029	0.9692	0.9692	1.2419
-1	0.5831	0.4918	0.6379	0.8643	0.6574	0.7924	0.8918	1.0454	0.7463	0.6548	1.0913	1.0913	0.7057	1.2398	0.4394	0.5071	1.1478	1.599	2.8355	1.9336	1.4659	1.4659	3.1611
1	0.5709	0.3514	0.6538	0.9423	0.5987	0.9001	2.1208	1.6945	1.0614	1.0188	2.1904	2.1904	1.7836	1.0822	0.6433	0.7343	1.2462	0.5338	0.3674	0.4483	0.7374	0.7374	2.5102
2	0.4707	0.3317	0.5242	0.8516	0.6842	0.8947	0.9754	1.0162	1.3588	1.0656	1.5745	1.5745	2.6021	1.0463	0.864	1.3039	0.8959	0.8992	0.6469	0.8458	1.3699	1.3699	2.9611
3	0.5883	0.7126	0.4804	1.0798	0.5064	0.7201	1.4001	1.8175	2.1011	1.9778	3.0848	3.0848	1.2983	0.5948	0.3955	0.5538	0.5904	0.3887	0.4236	0.3657	0.5211	0.5211	0.6508
4	1.1658	1.0066	0.749	1.0047	0.9199	0.8477	0.7507	0.7231	0.8562	0.9796	1.0732	1.0732	1.3022	1.3316	1.164	1.3666	1.0887	0.8678	0.9126	0.8946	0.8002	0.8002	0.8999
5	1.0379	0.98	0.7585	0.8463	0.8291	0.7712	0.7739	0.9271	1.0576	0.9914	1.3144	1.3144	1.284	1.1225	1.0149	1.0068	0.9668	1.0987	1.1155	0.9496	1.0806	1.0806	0.8343
