	P	G	A	C	S	T	V	I	L	M	F	Y	W	H	K	R	Q	N	D	E	s	t	y
-5	0.9474	0.9786	0.9058	0.7265	0.841	0.7571	0.949	0.9555	1.1077	0.9262	1.0736	1.0736	1.151	0.9339	1.046	1.0109	1.1272	1.129	1.1531	1.0069	1.016	1.016	1.251
-4	1.205	1.1474	0.9985	0.8778	0.7223	0.6667	0.8544	0.9075	1.0742	0.8716	1.1874	1.1874	1.1379	0.8724	0.9311	0.9005	1.1923	0.8442	1.2266	1.2599	0.9452	0.9452	1.1211
-3	1.1969	0.8984	0.8572	0.8776	0.9232	0.8437	0.9281	0.9444	1.0171	0.8735	1.3124	1.3124	1.4243	1.0456	0.6307	0.6722	0.8349	1.0344	1.2244	1.3386	0.8558	0.8558	1.1319
-2	1.3303	1.2308	1.1632	0.9968	1.3022	0.9174	0.912	0.8719	0.9144	0.6892	0.6768	0.6768	0.7142	0.8877	0.9462	0.9055	1.126	1.0494	1.0917	1.2711	0.8505	0.8505	0.936
-1	0.4359	0.2228	0.6639	0.6405	0.5195	0.9675	1.2358	2.0856	1.9452	0.95	1.1908	1.1908	0.8109	0.7625	0.2644	0.2902	0.4232	1.8111	2.2229	1.1978	1.581	1.581	1.6913
1	0.1946	0.5706	1.8567	1.0609	0.9341	0.8683	1.8277	1.6734	0.8226	1.4787	0.6758	0.6758	1.2203	0.5661	0.2125	0.2524	1.2227	0.3831	0.9074	2.3331	1.8992	1.8992	1.5584
2	0.8577	0.4136	0.9798	1.0893	0.9814	1.0239	1.5646	1.3575	1.0435	0.9353	1.1449	1.1449	1.4494	0.7692	0.5848	0.768	0.982	0.9506	1.0091	1.1846	1.9461	1.9461	3.3803
3	0.8987	0.575	0.8184	1.2529	0.6912	0.8476	1.9514	2.1778	1.3727	1.1944	1.3673	1.3673	1.485	1.3934	0.2904	0.4187	0.8489	0.731	0.5106	0.4275	0.4388	0.4388	0.7175
4	1.2942	1.0329	0.9021	1.0032	0.9395	0.9385	0.9112	0.7731	0.8278	1.0685	1.0624	1.0624	1.5049	1.1782	0.744	0.8348	1.0653	0.806	1.0764	1.0403	1.0266	1.0266	1.101
5	1.489	1.048	1.0967	1.1579	0.9722	0.9384	0.8762	0.8147	1.0843	1.0118	1.1301	1.1301	1.0465	0.9382	0.7842	0.7817	0.9401	0.856	1.1298	1.0621	0.655	0.655	0.8826
