	P	G	A	C	S	T	V	I	L	M	F	Y	W	H	K	R	Q	N	D	E	s	t	y
-5	1.0849	1.1166	1.0971	1.0279	0.8993	0.7319	0.844	0.8735	0.9501	0.7787	0.9987	0.9987	1.1491	1.062	1.0897	0.9974	0.9781	0.897	1.0892	0.994	0.8394	0.8394	0.7542
-4	1.0875	1.3257	1.1451	1.0657	0.8852	0.8979	0.8272	0.8259	0.9002	0.843	0.8107	0.8107	1.0718	0.9583	1.0008	1.1834	0.9945	0.9857	1.0975	0.9427	0.8844	0.8844	0.6937
-3	1.7148	1.2364	0.965	1.032	1.2293	0.9105	0.8848	0.6702	1.0013	0.7451	0.8201	0.8201	1.094	0.7598	1.1744	1.0099	1.0371	0.9326	1.174	0.7807	1.0085	1.0085	0.7888
-2	1.3877	1.0727	1.0351	1.0936	1.1471	1.0083	0.9109	0.7935	1.1159	0.8749	0.8633	0.8633	1.0253	0.9006	1.1517	1.0153	0.8245	0.912	1.101	1.0154	0.9256	0.9256	0.8143
-1	1.2596	1.034	0.9552	0.972	1.0947	0.8963	0.8981	0.7808	0.9065	0.7646	0.7343	0.7343	1.2368	0.9078	1.2212	1.088	1.0787	1.0354	1.1922	0.9068	1.0544	1.0544	0.9478
1	1.1532	1.1386	0.8635	0.9112	0.9415	0.906	0.7222	0.74	0.8764	0.8947	0.7328	0.7328	1.1025	0.9761	1.0157	1.0905	1.0951	1.1819	1.319	1.0976	1.2316	1.2316	1.2247
2	1.1383	0.947	0.9352	0.9199	1.2476	0.9375	0.908	0.7209	0.8781	0.7839	0.9568	0.9568	1.3928	1.0252	0.9941	0.8888	0.957	1.0149	1.4418	1.0171	1.103	1.103	1.0389
3	0.994	1.1058	0.9072	0.9882	1.0186	0.9264	0.836	0.8751	0.8685	1.0269	0.9021	0.9021	1.2597	0.9706	0.8616	0.9056	0.916	0.9554	1.2959	1.3195	1.2292	1.2292	1.0083
4	1.0907	1.0554	1.1458	1.0118	1.0075	0.8285	0.7809	0.8697	1.0273	0.8547	0.883	0.883	0.9704	1.0706	0.886	0.7135	0.855	0.8775	1.4579	1.4616	1.5047	1.5047	1.0502
5	1.014	1.0885	0.8088	0.8351	0.8446	0.9598	0.7781	0.7664	0.8861	0.8732	0.8836	0.8836	1.5366	0.9921	0.8416	0.9257	0.9863	0.9437	1.4422	1.2331	1.2342	1.2342	1.4236
