	P	G	A	C	S	T	V	I	L	M	F	Y	W	H	K	R	Q	N	D	E	s	t	y
-5	0.9897	1.0417	0.9892	1.004	0.9895	0.9895	0.8022	0.8698	0.9132	0.8903	1.1352	1.1352	1.104	1.0936	1.1607	1.1583	0.9522	0.9593	1.0238	0.9168	1.1133	1.1133	1.1125
-4	1.109	1.1921	1.0478	1.0387	0.9943	0.9943	0.8437	0.8821	0.894	0.8808	1.079	1.079	1.0634	0.9679	1.062	1.1251	0.9742	0.8902	0.9925	0.9961	1.048	1.048	1.0521
-3	1.057	1.2538	0.8831	1.0339	0.9959	0.9959	0.7939	0.8066	0.9122	0.8284	1.1038	1.1038	1.0115	1.0484	1.1355	1.2396	1.0725	0.9802	0.9471	0.9264	1.08	1.08	1.8171
-2	1.0376	1.2368	0.8836	1.0389	0.9737	0.9737	0.8033	0.764	0.8208	0.855	1.2808	1.2808	1.0737	1.0595	1.1723	1.2886	0.8907	1.0401	0.8834	0.9097	0.8591	0.8591	1.1117
-1	1.071	1.3848	1.0167	0.996	0.9542	0.9542	0.8499	0.8959	1.0387	0.926	0.8569	0.8569	1.1206	0.9577	1.0402	1.1154	0.9507	0.9468	0.915	0.9138	1.0859	1.0859	1.5653
1	0.9551	0.9258	0.866	1.0136	0.9404	0.9404	0.9181	0.983	1.0437	1.3753	1.1056	1.1056	1.4861	0.9998	0.8963	1.0017	0.8725	0.9194	0.7962	0.8555	0.8942	0.8942	0.9632
2	0.8185	0.7787	0.8442	0.892	0.9121	0.9121	0.8441	0.7526	0.8508	0.8568	1.3866	1.3866	1.7168	1.0868	1.0873	1.0946	0.9288	0.946	1.112	0.8954	1.0502	1.0502	1.0601
3	0.9406	0.9155	0.9032	0.9604	0.9918	0.9918	0.8223	0.8897	0.8413	1.0533	1.2083	1.2083	1.1364	1.0191	0.8959	1.0102	1.0939	0.9734	1.0237	1.2734	0.8756	0.8756	1.0266
4	1.0905	0.9789	0.9587	0.9035	0.9906	0.9906	0.8278	0.9301	1.1323	1.0315	1.1272	1.1272	1.1139	1.0164	0.9888	0.9702	0.8815	0.8943	1.0654	0.9924	1.0771	1.0771	1.0075
5	1.0379	1.1067	0.9295	0.9204	1.0064	1.0064	0.7301	0.7997	0.8906	0.9774	1.1395	1.1395	1.1772	1.0217	1.0773	1.1345	0.9911	0.9844	0.9524	1.0501	1.0131	1.0131	1.0932
