	P	G	A	C	S	T	V	I	L	M	F	Y	W	H	K	R	Q	N	D	E	s	t	y
-5	0.9896	1.0126	0.9822	0.9504	0.7665	0.7695	0.9653	1.0372	0.941	1.1819	1.2101	1.2101	1.1372	1.017	0.8845	0.9846	0.9367	1.1739	1.0966	0.9136	0.9544	0.9544	1.0913
-4	1.0265	1.0295	1.0406	1.0172	0.7252	0.6582	0.9258	1.0102	1.1031	1.0269	1.1283	1.1283	1.207	0.9843	0.7357	0.9638	1.007	0.8228	1.1924	1.4128	0.8959	0.8959	1.2647
-3	0.9671	0.7786	0.7086	0.9285	0.8137	0.7452	0.8376	0.7992	0.8124	1.1076	1.4264	1.4264	1.699	1.0025	0.644	0.7286	0.8925	1.1035	1.2219	1.7117	0.846	0.846	1.1515
-2	1.1945	1.0408	0.9643	0.9933	1.1456	0.8679	1.0745	0.8737	1.3024	0.796	0.9342	0.9342	0.9018	0.8709	0.7083	0.7715	0.9655	1.2102	1.1413	1.2366	1.0057	1.0057	1.1427
-1	0.526	0.3081	0.4431	0.5898	0.3748	0.7876	1.5538	2.7856	2.8979	1.5541	1.965	1.965	1.0636	1.3011	0.2939	0.2793	0.4864	0.5885	0.3752	0.416	0.9108	0.9108	1.2596
1	0.1811	1.1021	1.3921	0.938	0.8885	0.8125	1.5799	1.1721	1.0343	1.4297	0.9539	0.9539	2.4151	0.6573	0.398	0.5241	0.9626	0.4664	0.67	1.3604	1.0929	1.0929	1.217
2	0.6361	0.5459	0.8695	1.0505	1.0475	1.2718	1.2672	1.188	0.8838	1.051	1.3153	1.3153	1.6706	0.6786	0.8733	1.2638	0.9232	0.8272	0.5615	1.1257	1.4459	1.4459	1.5755
3	0.5527	0.759	1.0626	1.1289	1.1444	0.9457	1.2961	1.419	0.8006	0.9255	1.4094	1.4094	1.799	0.9947	1.0135	1.6233	0.7222	0.8858	0.3448	0.3018	0.3574	0.3574	0.4327
4	0.7723	0.9276	0.7543	1.0414	0.7485	0.9166	0.9437	1.0134	0.9153	1.375	1.0983	1.0983	1.6755	1.019	1.1707	1.5309	1.0693	0.7786	0.6304	0.6606	0.523	0.523	0.6025
5	1.2311	0.9412	0.9109	1.0067	0.7553	0.8162	0.8919	0.7956	1.0512	1.238	1.4615	1.4615	1.5037	0.9089	1.0472	1.2515	0.816	0.9486	0.7554	0.6758	0.47	0.47	0.6841
