	P	G	A	C	S	T	V	I	L	M	F	Y	W	H	K	R	Q	N	D	E	s	t	y
-5	1.2659	1.3782	1.055	0.8832	0.9529	0.9052	0.7996	0.7755	0.838	0.9493	0.8955	0.8955	0.9704	0.9983	1.0478	1.1669	0.9067	1.0279	1.1215	0.9454	0.8981	0.8981	1.1056
-4	1.3454	1.3911	1.1746	1.0373	0.915	0.6955	0.8743	0.9646	0.7975	0.9624	0.9042	0.9042	0.8587	0.9414	0.9527	0.9893	1.1179	0.8888	1.0859	1.1407	0.8547	0.8547	1.0793
-3	1.2116	0.9864	0.9536	0.9473	1.0045	0.8427	0.8248	0.9957	0.8203	0.8002	1.1601	1.1601	1.0986	0.9298	0.6742	0.8711	0.8633	1.1282	1.3165	1.5185	0.9602	0.9602	1.171
-2	1.5992	1.1687	1.2645	1.0386	1.5685	0.8631	0.7581	0.7723	0.8344	0.7217	0.6284	0.6284	0.5673	0.9108	0.9895	1.0014	1.1285	1.0028	1.1477	1.0732	0.9173	0.9173	0.9308
-1	0.5131	0.3599	0.5903	0.6434	0.5715	1.0825	1.0421	1.9084	1.7664	0.8063	0.9335	0.9335	0.7726	0.5767	0.3573	0.3888	0.5012	2.0722	2.3795	1.3777	1.6123	1.6123	2.2472
1	0.3192	1.0257	2.0111	1.1127	1.0489	0.8331	1.7513	1.0154	0.7737	1.364	0.6509	0.6509	0.9571	0.4819	0.4035	0.4548	1.3504	0.4893	0.9797	2.0899	1.4465	1.4465	1.3644
2	0.821	0.5404	0.93	1.1299	0.9369	1.0992	1.3687	1.1867	0.9548	0.914	1.1465	1.1465	1.3641	0.7817	0.7549	1.0791	1.0261	1.0527	0.8535	1.1898	1.6996	1.6996	3.593
3	1.4553	0.6936	0.9805	1.1475	0.9446	0.8323	1.7274	1.4742	1.4883	1.2468	1.062	1.062	1.4513	1.083	0.4641	0.6241	0.884	0.6982	0.4813	0.4093	0.4673	0.4673	0.7192
4	1.2921	1.1609	0.8363	0.9627	0.9741	0.9839	0.792	0.6628	0.7918	0.9691	1.0147	1.0147	1.3649	1.1553	0.9072	1.1368	1.0401	0.9473	0.9688	1.0018	0.8548	0.8548	0.9654
5	1.4523	1.2225	0.9876	0.8329	1.1808	1.0477	0.7158	0.6752	0.7704	0.9342	0.8788	0.8788	0.9914	0.8901	0.9593	1.1288	1.0236	1.0299	1.1771	0.9345	0.6817	0.6817	1.0388
