	P	G	A	C	S	T	V	I	L	M	F	Y	W	H	K	R	Q	N	D	E	s	t	y
-5	1.0768	1.1541	0.9856	0.7816	0.9712	0.8201	0.6819	0.6508	0.7505	0.8537	0.9291	0.9291	1.0208	1.1954	1.2736	1.2722	1.0132	1.1511	1.1902	1.0095	1.1582	1.1582	1.3085
-4	1.2001	1.2463	1.103	1.0707	0.8671	0.7035	0.7001	0.7379	0.759	0.9006	0.9333	0.9333	1.174	1.0681	0.9352	1.0126	1.0998	0.924	1.2185	1.4168	1.2002	1.2002	1.55
-3	0.9045	0.9391	0.8987	1.0364	1.1723	0.9455	0.5945	0.5333	0.6634	0.7473	0.8069	0.8069	1.0172	1.1656	0.9758	1.0428	1.0108	1.3464	1.5095	1.7265	1.4401	1.4401	1.8339
-2	0.9511	1.0507	0.8671	1.0619	1.089	1.0097	0.7324	0.5699	0.863	0.761	0.7329	0.7329	0.7668	1.1988	1.0469	1.1029	1.1447	1.2357	1.2991	1.5782	1.2774	1.2774	1.8492
-1	0.7859	0.4517	0.7366	0.8567	0.6142	0.7974	0.8847	1.0972	1.0473	0.7657	0.9402	0.9402	1.1372	1.4676	0.438	0.396	0.8963	1.3306	2.5081	1.7054	1.6079	1.6079	3.2357
1	1.1031	0.3202	0.8575	0.8701	0.7085	0.8672	1.5944	1.1943	1.0067	1.1656	1.9644	1.9644	1.9992	1.7033	0.452	0.5769	0.8651	0.458	0.3995	0.764	0.874	0.874	3.0668
2	0.5282	0.2696	0.5002	0.831	0.5659	0.7118	0.9522	0.8569	1.456	1.4648	1.7261	1.7261	2.4675	0.9588	0.5018	0.6071	0.8501	1.0056	1.0776	1.4996	1.8757	1.8757	3.2801
3	0.5618	0.3777	0.4653	1.293	0.4813	0.6039	1.6075	2.0704	2.184	2.2605	1.5752	1.5752	2.0214	0.8734	0.2966	0.4277	0.68	0.4156	0.6181	0.4795	0.6657	0.6657	0.6308
4	1.1305	0.9126	0.7942	0.9636	0.9309	0.8139	0.948	0.8718	0.9621	1.0612	1.1665	1.1665	1.3447	1.0983	0.9129	0.9527	1.0527	0.8281	1.0686	1.1503	0.8638	0.8638	0.9622
5	1.2168	1.2242	1.1313	1.1184	1.0731	1.0294	0.9394	0.7628	0.881	1.054	1.0762	1.0762	1.1813	0.962	0.7531	0.8142	0.9229	0.943	1.0907	0.9444	0.9431	0.9431	1.0033
