 	1	2	3	4	5	6	7	8	9	10
A	6779665.83	8463745.61	3523949.02	2399806.92	8530150.61	1952288.93	9219060.23	10822130.74	7649466.41	4009477.70
B	8778627.66	10610632.24	6771125.15	4712194.92	12418388.19	2363224.89	9378419.16	3992360.46	5702654.30	3681508.43
C	8155006.17	7940370.32	6679759.82	4800061.55	8381062.91	2876320.30	3923261.19	4887542.67	9409440.01	5972184.79
D	9603837.65	6860527.44	6995190.30	3294675.15	2525327.62	2744655.79	3961415.47	3850144.43	8383065.57	2262813.30
E	7709590.29	8122144.74	5769758.27	3545776.43	3559636.11	1575081.83	3875674.05	2924678.86	7210082.45	4753111.45
F	8972027.75	7654398.67	5627999.54	3283444.18	3509157.19	1565903.10	4301055.08	3121922.57	7891787.06	8348352.36
G	7391902.87	7347252.11	5280716.52	4714566.40	7002561.22	2167078.07	6936345.42	5141053.04	7451960.56	10084122.91
H	8801006.40	6224096.82	5098848.52	5059456.72	8569576.05	2041902.99	5454566.93	5319654.02	6688605.25	5892648.51
I	8472900.38	7107892.03	9096598.59	7999409.57	12151479.74	2238635.97	11579086.56	28528718.35	7083876.63	7569801.99
J	7897154.57	6987193.10	4405083.80	3729267.12	8130822.23	2184030.15	8907097.61	6913572.32	6618618.77	2563402.23
K	10394305.18	8457676.37	6748113.28	5717699.48	6459350.49	2139542.17	7944729.08	11893173.19	10687749.56	12705571.26
L	11737802.46	11580982.00	8119344.07	9864351.67	8908933.91	2175003.42	6387159.62	5709403.41	11752885.20	4831062.38
M	12003534.82	9154302.45	9130143.80	7111491.06	7889961.95	2172286.97	8202427.05	5572518.30	8068925.84	6127872.47
N	11635309.65	9688199.89	6452256.02	4896989.79	6339966.03	2264577.08	7048303.26	4026427.44	6047274.25	12997907.67
O	8069157.60	8325458.73	7324932.53	9007799.80	11876166.58	2390488.59	7544190.78	3519582.21	6106771.16	9141728.64
P	8707324.48	7871217.77	6997174.86	7080727.16	6111507.66	2473855.25	5762706.53	3882956.60	5503919.11	5796392.29
Q	8799327.36	7165879.96	7548548.78	6415311.78	2763571.74	2084974.56	5695004.07	5723781.19	5522719.89	5536186.13
R	8761939.84	6810457.05	6657693.67	6481990.98	3698127.18	2237768.36	5533983.37	4993215.65	5771549.78	2125091.31
S	26032664.66	20309035.21	9037955.87	8868298.11	6789513.52	6017056.66	9017762.03	5201439.89	5877102.33	2125402.97
T	44870266.40	28134424.43	12394912.55	12262522.30	10685399.35	9324234.73	11679395.56	8071786.94	6191326.60	7103675.84
U	12454179.65	10619363.08	9456891.45	12299531.25	9425881.54	3315315.08	7010190.00	5275261.65	7910860.72	6056216.19
V	10699856.04	8849774.65	7832761.17	8110144.41	8192151.85	2446380.74	6445381.31	5692693.29	6419830.38	12712367.94
W	9264679.31	9602547.52	15999482.59	12140318.07	10481815.62	6449434.70	8681510.68	5548341.35	9858142.78	7316766.93
X	11054686.61	9471903.86	10895313.14	11768537.31	7353419.79	82200390.64	5589877.80	9806902.43	7260450.46	8249773.86
