 	1	2	3	4	5	6	7	8	9	10	11	12
A	65575568.70	66264464.52	50901045.57	19170764.74	91261846.37	18645244.39	82604943.20	44877642.74	36524758.79	1733316.47	364917.34	4109.79
B	68970073.25	61822371.85	60018514.17	56122880.24	123267865.87	44243801.25	61721638.97	18194524.12	59662668.85	2367582.45	366214.67	5860.68
C	38641534.55	32412338.37	43052774.69	54087271.02	29350420.09	14122236.47	18534150.16	20088987.70	23072552.86	2279899.09	366998.98	6591.25
D	27176423.08	29575641.45	30296508.73	27005068.91	19194410.10	18517368.79	26953747.69	20543859.66	21182685.26	2354673.19	407012.20	7470.50
E	29425026.76	37136918.30	28393094.30	29032363.53	28489129.50	5515107.87	10697304.91	13441658.91	17153502.45	4203655.06	410000.51	10014.55
F	47741780.66	35437909.24	38440983.62	38642341.23	46128674.06	6224613.31	13807675.50	14337461.36	19982636.87	5846872.85	464810.67	23750.62
G	36218251.54	35256039.17	38652196.45	34084112.55	46816786.46	12578857.18	29230694.73	26023016.41	31910241.17	12324928.37	979133.17	51028.27
H	43808947.88	44441760.83	41795204.21	27321331.98	37694219.29	15441551.78	31849217.62	22914160.67	33330044.03	34137722.04	1813355.54	71621.53
I	38103098.67	33505611.74	24186577.15	15443713.70	42989853.65	13849755.36	59228464.21	43188127.11	30571091.89	5587986.72	1046139.43	68475.53
J	40551023.89	36006369.40	29843246.91	15691112.14	62495163.97	14408599.36	91405479.70	39574346.31	38442840.85	4177108.10	641339.95	61491.30
K	36630396.71	42088870.21	32830923.37	30634504.16	40650570.76	15848309.19	34333742.40	24051451.49	26907201.47	11965509.92	749049.29	56781.93
L	38397441.74	38921601.91	50539259.92	42129264.11	25090388.03	40434332.10	12824228.72	18951591.50	32707550.79	7294453.02	722144.64	53138.99
M	37068840.74	41223738.29	44792142.67	45628468.11	29951823.63	18382043.84	13580141.81	19261298.44	20352841.92	18506559.96	941333.81	51085.54
N	34620300.90	33862045.44	32638075.84	43952108.20	28375687.50	22419539.29	17538841.79	20686172.93	22893255.62	7642435.52	834072.20	54874.04
O	26757955.56	24689582.68	20399486.24	26545040.88	23761214.56	58311565.76	15226265.01	14441273.77	23573454.55	13786395.87	841966.70	59489.04
P	27304633.64	24904867.72	17893273.73	15826324.65	26581782.58	58671618.52	19654549.31	16713482.09	25826139.89	14575851.30	905580.56	64667.42
Q	20543817.41	25491535.43	19264422.67	13453956.41	10629297.75	43127782.35	11621961.97	14620574.01	18949595.59	34587490.39	1256620.48	72054.36
R	30413226.73	31721938.81	20032127.60	14894331.52	12824215.71	24340193.29	20186586.15	15059588.58	20238327.75	17020747.19	783607.64	71634.82
S	139317478.04	93814014.33	63885118.33	56702259.03	51034690.05	67677033.12	75040633.10	57525514.72	79995778.61	5288234.20	494800.72	67467.96
T	64441921.70	58416501.90	41595623.13	31552409.45	33328882.92	24156756.47	28111990.67	25639875.23	46142172.03	23902032.28	697961.97	59935.06
U	44973971.59	30963171.32	28074914.61	23757299.11	20850440.60	26561592.16	17800781.24	22717452.79	26806893.61	4429606.68	475037.49	50950.42
V	34062908.49	25659577.58	23430365.15	20260463.94	22781599.47	14584220.32	15844189.48	15981504.76	19076371.04	16090888.85	608441.14	38324.91
W	32147397.77	32686298.60	33026605.34	19829926.80	35450635.37	14453437.91	19425929.12	19670582.96	25342094.66	3306927.93	430602.50	28401.67
X	46976646.34	22411256.94	30742915.65	18082389.86	29006104.97	4424298.46	23998749.14	25603836.79	29045544.22	7473366.84	503267.22	17457.87
