 	1	2	3	4	5	6	7	8	9	10	11	12
A	41824740.56	9736354.53	33935255.57	10943067.98	87594772.51	11519800.59	62374883.71	62726079.17	11909784.39	51793947.06	18575730.43	47090221.59
B	17427994.13	10611875.96	118529235.80	16908569.49	66414608.25	12209803.61	53473429.92	84802672.11	13020859.93	41561013.72	19552300.57	48463078.12
C	37266448.63	34934519.47	31930636.53	25312502.97	41862285.13	27137680.88	26244376.59	35726987.74	30431544.56	48588258.47	29586682.67	27445170.18
D	34599228.81	39821939.67	34997592.10	35511745.69	26516810.41	23272903.85	24875687.30	27640399.08	29489847.23	40392593.60	57978400.51	47989639.77
E	39450886.10	31751314.83	23776843.70	16480843.03	28138019.01	17216526.19	23697004.52	34488780.16	35184284.08	36971966.56	49558210.17	50215770.30
F	32475823.35	24784384.26	22341081.93	18654371.79	21632602.67	19959460.39	33447098.85	36369590.08	33095677.48	46292462.48	37634333.50	39157521.70
G	41959383.62	40361101.61	34255379.51	37147408.36	37422840.61	44946874.21	31262654.98	40244015.21	37068307.38	43800457.30	41395688.54	49839020.26
H	42762349.50	37383373.94	48030785.28	35010555.11	57122437.53	55868996.28	29044682.11	34946644.57	36819997.19	47288366.35	31369274.93	23803090.27
I	73474373.32	73218736.80	80451392.69	84572176.98	71563457.13	55741864.22	78264837.07	53559583.53	52133338.04	59554311.31	45325819.68	16100271.61
J	60161891.09	56774659.77	73108764.91	54416216.57	70813897.00	39583903.03	36902666.21	54138628.25	54486042.62	56386799.66	71699361.50	19776739.00
K	53758334.40	53787581.83	61845158.41	71261799.57	52044400.32	49100200.03	46886040.74	70649473.40	54706922.95	64386358.14	54247846.13	35197883.99
L	42225603.14	47211263.33	43504682.10	45958010.06	54053202.31	50661801.65	45212040.67	85760453.78	76213282.95	73805186.55	77816922.37	39297514.46
M	48450203.53	49375490.61	45598812.80	45470047.57	56129808.04	64000460.19	53575548.67	81125758.46	67307911.38	62882006.84	69445296.01	48979652.30
N	49220714.97	34958202.08	32226335.29	39439947.48	46075860.44	65381866.98	51963041.05	76971112.99	68178500.09	66367596.24	69716830.13	53017960.83
O	37334177.44	37093616.26	49913098.25	38877436.04	69782378.47	88333632.88	73357421.68	69309923.68	76547463.55	67177880.69	80691157.19	55921077.21
P	32638253.08	35574725.09	37134958.94	36498985.26	58926586.36	77456566.29	71803897.96	71091485.92	70356359.07	67324887.73	89956237.06	47074262.34
Q	38112155.61	34654573.24	40903844.87	34031866.43	43295101.73	57227664.86	75861317.49	58646022.65	75032792.89	57014575.57	55478742.01	51953429.48
R	35486108.02	39675190.75	37503752.21	48926684.57	50946866.78	49503433.02	61321953.64	53596093.84	73393101.88	64645517.49	51653889.18	38688593.77
S	44363536.12	42256191.35	45220216.23	55366883.43	47158889.09	45353341.65	48858170.64	40681895.47	58212172.56	59554516.17	44172134.30	40995414.48
T	57260241.02	73513092.95	73365416.01	87047515.50	75570514.06	67559044.13	70823743.64	59318062.73	65133807.69	73445309.21	82164984.56	65328442.04
U	59076414.98	53890680.73	51793845.52	47878078.39	47995165.71	64398897.76	40628628.02	47743405.40	59478274.92	50688155.08	52081392.07	23520007.02
V	37111007.82	39875443.01	36168664.76	47811215.32	30336785.19	29856764.83	37829558.42	35296724.07	37507914.29	42604778.71	78444520.82	45236330.56
W	42156791.44	35379494.46	31382013.57	64179599.27	28332015.59	37628155.59	44848988.18	36353390.65	41920178.56	37228778.80	74998688.41	45962208.17
X	30423709.30	33181098.50	34223813.64	56608676.29	20036138.16	13315788.00	16991548.98	23778037.32	34019421.58	44361969.53	63284341.99	45402867.75
