	P	G	A	C	S	T	V	I	L	M	F	Y	W	H	K	R	Q	N	D	E	s	t	y
-5	0.9446	0.9725	0.8446	0.9924	0.973	0.973	0.7016	0.8443	0.9057	0.8372	1.0135	1.0135	1.3044	1.1364	0.9735	0.9348	0.9767	1.0277	1.2444	1.3382	1.4513	1.4513	1.4704
-4	0.9105	1.0586	0.8951	1.1491	0.9553	0.9553	0.7592	0.7546	0.8807	0.9141	1.0555	1.0555	1.2559	1.0032	0.8647	0.8908	1.1784	0.9965	1.325	1.2574	1.5216	1.5216	1.3643
-3	1.0625	1.0288	0.8474	1.091	0.9919	0.9919	0.8024	0.72	0.9304	0.8431	0.9333	0.9333	1.4806	1.0083	0.9117	0.9755	1.1918	1.0096	1.1954	1.059	1.5339	1.5339	1.6383
-2	1.7308	1.1698	1.5424	1.7893	0.8826	0.8826	0.758	0.7096	0.7198	0.8261	0.7637	0.7637	0.9336	0.9027	0.827	0.818	0.8626	1.0093	1.1863	1.2404	1.3483	1.3483	1.6314
-1	0.9741	0.9706	0.7599	1.0484	0.949	0.949	1.0349	0.9376	0.8878	0.7937	0.6273	0.6273	0.9604	0.9372	0.8186	0.7441	0.9834	1.0257	1.5847	1.96	1.7233	1.7233	1.7082
1	0.9254	1.0439	0.8933	1.0076	0.9557	0.9557	0.7386	0.7786	0.8444	1.1768	0.8973	0.8973	1.4147	1.1983	0.7852	0.8224	0.9861	1.0972	1.2748	1.123	1.4173	1.4173	1.226
2	1.0996	0.9202	0.6816	0.8065	0.9674	0.9674	0.7074	0.7042	0.8628	0.8821	1.2871	1.2871	1.2655	1.0219	0.9378	0.851	0.997	1.0243	1.5825	1.1748	1.5083	1.5083	1.3637
3	0.9808	1.0161	0.7996	0.9634	0.9994	0.9994	0.7665	0.8623	0.7805	1.0284	0.9909	0.9909	1.3047	1.0283	0.8089	0.8986	1.022	1.0078	1.2976	1.407	1.3383	1.3383	1.4057
4	1.1611	1.1611	0.8675	0.9096	0.9461	0.9461	0.7183	0.8954	0.9075	0.9106	0.8995	0.8995	1.1751	1.1708	0.8915	0.8185	0.9858	0.9815	1.3001	1.1557	1.1159	1.1159	1.1378
5	0.8984	1.0963	0.7165	0.9019	0.9342	0.9342	0.7467	0.8453	0.838	0.8732	0.9701	0.9701	1.4658	1.0822	0.7838	0.863	0.9916	1.0353	1.519	1.2748	1.0127	1.0127	1.3118
