	P	G	A	C	S	T	V	I	L	M	F	Y	W	H	K	R	Q	N	D	E	s	t	y
-5	0.9826	1.1434	0.8791	0.9604	0.8221	0.8238	0.7566	0.9731	0.983	1.0166	1.0649	1.0649	1.1152	1.0789	0.921	0.9675	1.1831	1.1088	1.1107	1.0694	0.9174	0.9174	1.1532
-4	1.1588	1.1839	1.035	0.9934	0.7494	0.6402	0.7764	0.8303	1.0009	0.8907	1.1117	1.1117	1.0514	1.0156	0.7777	0.8846	1.2046	0.9659	1.2182	1.5046	0.9515	0.9515	1.2899
-3	0.9527	0.8502	0.7406	1.0066	0.8678	0.893	0.8056	0.845	0.8772	0.9349	1.3458	1.3458	1.2874	1.0291	0.6036	0.7509	0.9659	1.1154	1.3974	1.7373	0.9959	0.9959	1.2509
-2	1.2093	1.1388	1.0568	1.07	1.388	0.8855	0.8287	0.7248	0.7886	0.6039	0.6715	0.6715	0.7291	0.8897	0.779	0.8835	1.2345	1.284	1.3394	1.565	1.1293	1.1293	1.5211
-1	0.3329	0.2153	0.4399	0.5898	0.4371	0.924	0.9323	1.8276	1.7352	0.8152	1.0335	1.0335	0.662	0.6512	0.2035	0.232	0.4647	2.5868	2.916	1.591	1.8702	1.8702	2.8154
1	0.1442	0.8254	1.497	0.9183	0.7556	0.6199	1.4987	1.0452	0.8465	1.5338	0.713	0.713	1.1479	0.5291	0.1744	0.2237	1.3113	0.4805	1.2503	3.4035	1.7735	1.7735	2.6147
2	0.481	0.2746	0.5551	0.9532	0.622	0.7717	0.9116	0.8767	0.8688	0.9755	1.405	1.405	2.2505	0.8339	0.3288	0.4702	0.8571	1.1831	1.8756	2.4588	2.6548	2.6548	6.1008
3	1.3879	0.4256	0.6444	1.1864	0.5143	0.563	1.9535	2.6185	1.8526	1.3738	1.4105	1.4105	1.525	0.8621	0.2177	0.35	0.8674	0.4773	0.4934	0.4629	0.5593	0.5593	1.076
4	1.1879	1.206	0.7501	1.0901	0.9251	0.9371	0.7291	0.7162	0.7073	0.9646	1.0664	1.0664	1.6764	1.196	0.638	0.8316	1.0137	0.8048	1.3017	1.3481	1.3732	1.3732	1.7185
5	1.5323	1.196	1.0005	1.1738	1.0375	0.8591	0.8018	0.7782	0.9163	0.9698	1.015	1.015	1.2041	0.9027	0.6399	0.7634	0.9605	0.906	1.2492	1.2678	1.0585	1.0585	1.6125
