	P	G	A	C	S	T	V	I	L	M	F	Y	W	H	K	R	Q	N	D	E	s	t	y
-5	0.9724	1.1462	0.9714	0.8493	0.8352	0.8273	0.9004	1.0372	1.0467	0.9783	1.1153	1.1153	1.154	0.9165	0.8728	0.9196	0.9861	1.0614	1.2332	1.0263	1.2608	1.2608	1.4037
-4	1.075	1.2597	1.0427	1.3076	0.8153	0.7897	0.802	0.9987	1.0496	0.986	1.0948	1.0948	1.1209	0.8434	0.7366	0.8711	1.0523	0.8025	1.2529	1.4067	1.2175	1.2175	1.5441
-3	1.0802	0.8471	0.7906	0.9968	0.9226	0.9031	0.8879	0.9143	0.8725	0.809	1.3193	1.3193	1.3442	1.0613	0.5023	0.6073	0.7742	1.0655	1.5373	1.7614	0.8334	0.8334	1.4277
-2	1.2381	1.2167	1.1075	1.0928	1.3934	1.0003	0.8383	0.9144	0.8201	0.6539	0.6174	0.6174	0.6104	0.8165	0.6574	0.8322	1.0071	1.2954	1.2459	1.7352	0.9563	0.9563	1.1472
-1	0.2566	0.1978	0.3918	0.5932	0.3659	0.9307	0.9738	1.9175	1.8322	0.7334	0.9431	0.9431	0.5536	0.8363	0.1704	0.2194	0.3512	1.8301	3.4773	2.0187	3.5254	3.5254	4.7475
1	0.1498	0.5168	1.3123	1.0612	0.6104	0.7835	1.8115	1.8408	0.892	1.6161	0.7252	0.7252	0.9791	1.6532	0.1647	0.1802	0.8515	0.3218	0.8488	2.7422	2.0913	2.0913	3.934
2	0.5396	0.2982	0.6274	0.9647	0.6909	0.8163	1.0509	1.0784	0.9437	0.9882	1.3495	1.3495	2.2334	0.8145	0.3393	0.4807	0.7227	1.0689	1.8299	2.1272	2.852	2.852	7.0327
3	1.3338	0.5078	0.5924	1.1922	0.4263	0.6212	2.0698	3.2711	1.8392	1.6351	1.3951	1.3951	1.3966	0.7251	0.1827	0.2623	0.6281	0.395	0.3788	0.3395	0.4543	0.4543	1.0781
4	1.516	1.1541	0.7851	1.0015	1.0174	0.8859	0.7587	0.7771	0.662	0.9887	1.1313	1.1313	2.0202	1.2898	0.5666	0.6915	0.8439	0.7175	0.913	1.281	1.0916	1.0916	1.4438
5	1.6708	1.1478	0.9922	0.9985	1.0213	1.2213	0.8272	0.7783	0.8775	0.8704	1.105	1.105	1.2096	0.9925	0.616	0.6128	0.7732	0.7998	1.2627	1.2216	0.8519	0.8519	1.3146
