	P	G	A	C	S	T	V	I	L	M	F	Y	W	H	K	R	Q	N	D	E	s	t	y
-5	1.2371	1.2875	1.1002	0.8057	0.9658	0.9228	0.8402	0.7164	0.8307	0.9088	0.8283	0.8283	0.5056	1.1173	1.0125	1.1774	1.0803	1.2657	1.0746	1.129	1.0642	1.0642	1.2609
-4	1.3352	1.331	1.1587	0.9741	0.8121	0.74	0.8281	0.7743	0.8704	0.9069	0.6754	0.6754	0.6234	0.8585	0.9263	1.0715	1.2072	0.8713	1.3162	1.6935	1.0691	1.0691	1.4914
-3	1.2566	1.1476	1.0447	0.9174	1.1223	1.1108	0.771	0.5975	0.7581	0.8517	0.7863	0.7863	0.5522	1.017	0.7849	0.8832	0.9565	1.2467	1.2333	1.8797	1.3578	1.3578	1.9034
-2	1.3623	1.2448	1.1792	1.1276	1.1808	1.0532	1.1338	0.867	0.8849	0.7424	0.5483	0.5483	0.4216	0.9334	0.8461	0.896	1.207	1.1102	1.0086	1.3803	1.0305	1.0305	1.2641
-1	0.5557	0.4897	0.7172	0.8475	0.4949	1.035	1.5386	2.9039	1.5469	1.0513	0.7558	0.7558	0.4213	1.6212	0.4251	0.4505	0.8563	0.6744	1.0087	1.4535	0.9707	0.9707	3.9641
1	0.1606	1.2605	2.8542	1.0259	1.1602	0.8018	0.9378	0.5172	0.8574	1.1844	1.072	1.072	1.0535	1.064	0.6364	1.0339	1.3292	0.4921	0.7009	0.884	0.8525	0.8525	1.6101
2	1.1394	0.6468	1.324	1.4238	1.2394	1.4193	1.3279	0.8426	0.9038	0.9231	0.8018	0.8018	0.7368	0.8327	0.8364	1.2653	0.9701	1.0574	0.5339	1.1993	1.0142	1.0142	1.7941
3	2.5853	1.2283	0.8705	1.3395	1.179	1.0927	0.9877	1.4559	1.468	0.8611	1.2126	1.2126	1.3947	0.8682	0.4393	0.6842	0.4717	0.7565	0.2455	0.1987	0.2	0.2	0.3911
4	0.9681	1.2013	0.9349	1.0405	0.9971	0.9191	0.8719	0.7362	0.8129	1.0448	1.1824	1.1824	1.0424	1.1271	1.2023	1.4331	1.1419	0.9875	0.6623	0.7347	0.4045	0.4045	0.6955
5	1.5747	1.2741	1.0052	0.8659	1.1343	1.1069	0.7904	0.7808	0.85	1.046	0.8216	0.8216	0.6896	1.0187	1.1525	1.4025	0.9686	1.0173	0.6812	0.6858	0.4544	0.4544	0.5205
